source,video_id,q_idx,question_type,is_scene_model_question,question
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,OGWuj_FtaQc_000010_000020,2,who_role,1,What is the person doing with the wooden fence as they move along the path?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,OGWuj_FtaQc_000010_000020,3,object_attr,0,What object is visible on the ground near the fence in the later frames?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,OGWuj_FtaQc_000010_000020,4,object_attr,0,What is visible on the fence that provides information about the location?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,kOf-vl-GmVI_000115_000125,0,who_role,1,What is the person wearing on their head?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,kOf-vl-GmVI_000115_000125,1,who_role,1,What animal is the person interacting with?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,kOf-vl-GmVI_000115_000125,2,spatial_relation,1,Where is this scene taking place?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,kOf-vl-GmVI_000115_000125,3,who_role,1,What is the person doing with the horse?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,kOf-vl-GmVI_000115_000125,4,other,0,What type of barrier separates the horse area from the surroundings?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,gjoZic4WjiQ_000012_000022,0,other,0,What winter sport or activity are the people participating in?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,gjoZic4WjiQ_000012_000022,1,action_relation,1,Describe the structure people are using to slide down.
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,gjoZic4WjiQ_000012_000022,2,who_role,1,What happens to the person in the red hat during the sequence?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,gjoZic4WjiQ_000012_000022,3,count,1,How many people are visible actively sledding or waiting to sled?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,gjoZic4WjiQ_000012_000022,4,other,0,What is the ground surface covered with throughout the scene?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,q2ZBVyR1k-U_000021_000031,0,who_role,1,What is covering the person's head and face in the first image?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,q2ZBVyR1k-U_000021_000031,1,who_role,1,What is the person holding in their hands during the middle sequence?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,q2ZBVyR1k-U_000021_000031,2,object_attr,0,What type of outdoor setting is visible in these images?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,q2ZBVyR1k-U_000021_000031,3,who_role,1,What is the person wearing on their upper body?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,q2ZBVyR1k-U_000021_000031,4,action_relation,1,What happens to the basket covering in the final images?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,qIWQHyOIpEY_000003_000013,0,action_relation,1,"What animals are visible on the wooden floor, and what are they doing?"
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,qIWQHyOIpEY_000003_000013,1,count,1,How many cats are present in this scene?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,qIWQHyOIpEY_000003_000013,2,spatial_relation,1,What is the setting or location where this activity takes place?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,qIWQHyOIpEY_000003_000013,3,object_attr,0,"What colors are the cats, and are they all the same color?"
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,qIWQHyOIpEY_000003_000013,4,other,0,What is the primary type of interaction happening between the cats?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,Q76JRCyTnSc_000007_000017,0,who_role,1,What is the man in the white shirt holding and demonstrating?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,Q76JRCyTnSc_000007_000017,1,object_attr,0,What type of setting or location is shown in most of the frames?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,Q76JRCyTnSc_000007_000017,2,object_attr,0,What is visible on the wooden board or surface in one of the frames?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,Q76JRCyTnSc_000007_000017,3,count,1,How many people are clearly visible as the main focus throughout the video?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,Q76JRCyTnSc_000007_000017,4,who_role,1,What is the man's apparent role or activity in this setting?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,058y9xGmmTQ_000206_000216,0,who_role,1,What is the man in the gray hoodie doing in the first sequence?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,058y9xGmmTQ_000206_000216,1,spatial_relation,1,Where does this video take place?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,058y9xGmmTQ_000206_000216,2,object_attr,0,What restaurant or brand is visible on the packaging shown?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,058y9xGmmTQ_000206_000216,3,object_attr,0,What text appears on the Burger King packaging?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,058y9xGmmTQ_000206_000216,4,who_role,1,What is the man wearing?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,vLGOZvJ_v4Q_000285_000295,0,who_role,1,What is the person cooking in the skillet?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,vLGOZvJ_v4Q_000285_000295,1,other,0,What liquid is being poured into the pan?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,vLGOZvJ_v4Q_000285_000295,2,spatial_relation,1,Where is this cooking activity taking place?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,vLGOZvJ_v4Q_000285_000295,3,object_attr,0,What cooking equipment is visible on the stovetop?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,vLGOZvJ_v4Q_000285_000295,4,other,0,What brand of oil is being used?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,B0EKYDSv_yQ_000002_000012,0,action_relation,1,What is the child doing with the cooking pan?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,B0EKYDSv_yQ_000002_000012,1,spatial_relation,1,Where is this activity taking place?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,B0EKYDSv_yQ_000002_000012,2,other,0,What type of food appears to be in the pan?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,B0EKYDSv_yQ_000002_000012,3,action_relation,1,What utensil is the child using to cook?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,B0EKYDSv_yQ_000002_000012,4,object_attr,0,What is visible on the counter near the cooking area?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,PbGvLf7HvXQ_000063_000073,0,action_relation,1,What is the main action being performed with the greens in the wooden bowl?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,PbGvLf7HvXQ_000063_000073,1,other,0,What type of container holds the greens being prepared?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,PbGvLf7HvXQ_000063_000073,2,object_attr,0,What is visible on the cutting board to the right of the bowl?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,PbGvLf7HvXQ_000063_000073,3,count,1,How many hands are visible performing the action in the bowl?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,PbGvLf7HvXQ_000063_000073,4,other,0,What is the primary ingredient being handled in the wooden bowl?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,0HEi6q3bGaw_000011_000021,0,action_relation,1,What is the main subject doing in this video?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,0HEi6q3bGaw_000011_000021,1,object_attr,0,What type of environment or setting is shown?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,0HEi6q3bGaw_000011_000021,2,spatial_relation,1,What vehicles are visible in the foreground of the frames?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,0HEi6q3bGaw_000011_000021,3,other,0,What is the perspective or camera viewpoint in this video?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,0HEi6q3bGaw_000011_000021,4,object_attr,0,What visible text or branding appears on the snowmobiles?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,09dQut5GJ68_000049_000059,0,action_relation,1,What is the main subject doing in these frames?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,09dQut5GJ68_000049_000059,1,spatial_relation,1,What is the setting or environment where this action takes place?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,09dQut5GJ68_000049_000059,2,object_attr,0,What blue object is visible in the later frames?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,09dQut5GJ68_000049_000059,3,who_role,1,What is the person wearing that makes them visible against the snow?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,09dQut5GJ68_000049_000059,4,who_role,1,Is the person in control of their movement or falling uncontrollably?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,hOirknJr3os_000001_000011,0,object_attr,0,What animals are shown grazing in the pasture?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,hOirknJr3os_000001_000011,1,object_attr,0,What type of facility or location is shown in the middle frames?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,hOirknJr3os_000001_000011,2,other,0,What logo or branding appears in the bottom left corner of the frames?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,hOirknJr3os_000001_000011,3,object_attr,0,What is depicted on the sign at the entrance of the property?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,hOirknJr3os_000001_000011,4,action_relation,1,What is the horse doing in the final frames among the trees?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,TF4q9y0rJoc_000000_000010,0,who_role,1,What sport or activity is the person performing on the snowy surface?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,TF4q9y0rJoc_000000_000010,1,object_attr,0,What type of location or venue is shown in these frames?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,TF4q9y0rJoc_000000_000010,2,object_attr,0,What objects are visible on the slope that mark the course?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,TF4q9y0rJoc_000000_000010,3,other,0,What time of day is this skiing activity taking place?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,TF4q9y0rJoc_000000_000010,4,object_attr,0,What is the skier wearing that is visible in the frames?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,z8Q-s8AthrA_000002_000012,0,object_attr,0,What is the main subject wearing?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,z8Q-s8AthrA_000002_000012,1,who_role,1,What sport or activity is the person participating in?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,z8Q-s8AthrA_000002_000012,2,spatial_relation,1,What is the setting or location where this takes place?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,z8Q-s8AthrA_000002_000012,3,object_attr,0,What equipment or objects are visible on the track?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,z8Q-s8AthrA_000002_000012,4,who_role,1,What is the person's main action in the later frames?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,abaLFY_GI8k_000295_000305,0,other,0,What sport or activity are the people playing?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,abaLFY_GI8k_000295_000305,1,other,0,What is the playing surface made of?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,abaLFY_GI8k_000295_000305,2,other,0,What structure divides the two sides of the playing area?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,abaLFY_GI8k_000295_000305,3,spatial_relation,1,What is visible in the background of this outdoor venue?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,abaLFY_GI8k_000295_000305,4,count,1,How many players are actively visible on the court at once?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,KFcH6BYZWhc_000011_000021,0,other,0,What sport or activity is taking place in this video?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,KFcH6BYZWhc_000011_000021,1,action_relation,1,What is the main subject holding and using?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,KFcH6BYZWhc_000011_000021,2,spatial_relation,1,Where is this activity taking place?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,KFcH6BYZWhc_000011_000021,3,other,0,What is the main player attempting to do with the puck?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,KFcH6BYZWhc_000011_000021,4,count,1,How many players are visible on the ice during the action?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,UDD6YcChywc_000000_000010,0,other,0,What sport or activity is taking place in this venue?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,UDD6YcChywc_000000_000010,1,action_relation,1,What is the main subject doing in the sequence of frames?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,UDD6YcChywc_000000_000010,2,spatial_relation,1,Where is this activity taking place?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,UDD6YcChywc_000000_000010,3,object_attr,0,What object does the curler release during the slide?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,UDD6YcChywc_000000_000010,4,count,1,How many other people are visible observing or assisting during the play?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,OGWuj_FtaQc_000010_000020,0,action_relation,1,What is the main subject doing in this video?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,OGWuj_FtaQc_000010_000020,1,object_attr,0,What type of location or setting is shown in the video?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,OGWuj_FtaQc_000010_000020,2,who_role,1,What is the man wearing?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,OGWuj_FtaQc_000010_000020,3,spatial_relation,1,What prominent objects are visible in the foreground of the video?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,OGWuj_FtaQc_000010_000020,4,object_attr,0,What type of fencing is visible in this video?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,kOf-vl-GmVI_000115_000125,0,action_relation,1,What is the main subject doing in this video?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,kOf-vl-GmVI_000115_000125,1,who_role,1,What is the person wearing on their head?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,kOf-vl-GmVI_000115_000125,2,spatial_relation,1,Describe the setting where this activity takes place.
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,kOf-vl-GmVI_000115_000125,3,object_attr,0,What color is the horse being ridden?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,kOf-vl-GmVI_000115_000125,4,other,0,What type of fence is the horse jumping over?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,gjoZic4WjiQ_000012_000022,0,action_relation,1,What is the main subject doing in this video?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,gjoZic4WjiQ_000012_000022,1,who_role,1,What type of structure or equipment is the person sliding on?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,gjoZic4WjiQ_000012_000022,2,other,0,What is the ground surface covered with?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,gjoZic4WjiQ_000012_000022,3,spatial_relation,1,What is visible in the background of this outdoor scene?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,gjoZic4WjiQ_000012_000022,4,count,1,How many people are visible participating in or observing the activity?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,q2ZBVyR1k-U_000021_000031,0,object_attr,0,What is the main subject wearing on their head?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,q2ZBVyR1k-U_000021_000031,1,who_role,1,What is the person's primary action throughout the video?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,q2ZBVyR1k-U_000021_000031,2,spatial_relation,1,What is the setting or location where this takes place?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,q2ZBVyR1k-U_000021_000031,3,object_attr,0,What clothing is the main subject wearing?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,q2ZBVyR1k-U_000021_000031,4,who_role,1,"Is there another person visible in the video, and what are they doing?"
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,qIWQHyOIpEY_000003_000013,0,other,0,What animals are the main subjects in this video?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,qIWQHyOIpEY_000003_000013,1,action_relation,1,What is the primary action the cats are performing?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,qIWQHyOIpEY_000003_000013,2,object_attr,0,What type of flooring is visible in this indoor setting?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,qIWQHyOIpEY_000003_000013,3,spatial_relation,1,What architectural features are visible in the background?
output\scenetwin_timing_20clip\adqa_v2\adqa_v2_questions.csv,qIWQHyOIpEY_000003_000013,4,count,1,How many cats can be clearly identified in the scene?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,Q76JRCyTnSc_000007_000017,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,Q76JRCyTnSc_000007_000017,1,other,0,What is the setting of the scene?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,Q76JRCyTnSc_000007_000017,2,spatial_relation,1,What key objects are visible in the background?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,Q76JRCyTnSc_000007_000017,3,object_attr,0,What is the main subject wearing?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,Q76JRCyTnSc_000007_000017,4,object_attr,0,What text is visible on the subject's coat?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,058y9xGmmTQ_000206_000216,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,058y9xGmmTQ_000206_000216,1,spatial_relation,1,Where is the main subject located?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,058y9xGmmTQ_000206_000216,2,object_attr,0,What is the main subject wearing?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,058y9xGmmTQ_000206_000216,3,action_relation,1,What key object is the subject holding?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,058y9xGmmTQ_000206_000216,4,object_attr,0,What text is visible on the tray?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,vLGOZvJ_v4Q_000285_000295,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,vLGOZvJ_v4Q_000285_000295,1,other,0,What is the setting of the scene?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,vLGOZvJ_v4Q_000285_000295,2,other,0,What key objects are involved in the cooking?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,vLGOZvJ_v4Q_000285_000295,3,object_attr,0,What visible text is on the container?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,vLGOZvJ_v4Q_000285_000295,4,action_relation,1,What is the main subject using to stir the food?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,B0EKYDSv_yQ_000002_000012,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,B0EKYDSv_yQ_000002_000012,1,spatial_relation,1,Where is the main subject located?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,B0EKYDSv_yQ_000002_000012,2,action_relation,1,What key object is the main subject using?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,B0EKYDSv_yQ_000002_000012,3,spatial_relation,1,What is on the counter next to the stove?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,B0EKYDSv_yQ_000002_000012,4,object_attr,0,What is visible on the subject's shirt?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,PbGvLf7HvXQ_000063_000073,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,PbGvLf7HvXQ_000063_000073,1,other,0,What is the setting of the scene?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,PbGvLf7HvXQ_000063_000073,2,action_relation,1,What key objects are involved in the action?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,PbGvLf7HvXQ_000063_000073,3,other,0,What is on the cutting board?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,PbGvLf7HvXQ_000063_000073,4,count,1,How many hands are involved in the action?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,0HEi6q3bGaw_000011_000021,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,0HEi6q3bGaw_000011_000021,1,other,0,What is the setting of the scene?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,0HEi6q3bGaw_000011_000021,2,other,0,What key objects are involved in the scene?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,0HEi6q3bGaw_000011_000021,3,object_attr,0,What is visible on the snowmobile?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,0HEi6q3bGaw_000011_000021,4,object_attr,0,What is the main subject wearing?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,09dQut5GJ68_000049_000059,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,09dQut5GJ68_000049_000059,1,other,0,What is the setting or location?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,09dQut5GJ68_000049_000059,2,action_relation,1,What key object is involved in the action?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,09dQut5GJ68_000049_000059,3,object_attr,0,What is the main subject wearing?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,09dQut5GJ68_000049_000059,4,object_attr,0,Is there any visible on-screen text?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,hOirknJr3os_000001_000011,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,hOirknJr3os_000001_000011,1,other,0,What is the setting or location?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,hOirknJr3os_000001_000011,2,other,0,What key objects are involved?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,hOirknJr3os_000001_000011,3,object_attr,0,What text is visible on the sign?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,hOirknJr3os_000001_000011,4,spatial_relation,1,What flags are visible in the background?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,TF4q9y0rJoc_000000_000010,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,TF4q9y0rJoc_000000_000010,1,other,0,What is the setting of the scene?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,TF4q9y0rJoc_000000_000010,2,other,0,What key objects are involved in the scene?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,TF4q9y0rJoc_000000_000010,3,spatial_relation,1,What is visible in the background?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,TF4q9y0rJoc_000000_000010,4,object_attr,0,Is there any visible on-screen text?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,z8Q-s8AthrA_000002_000012,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,z8Q-s8AthrA_000002_000012,1,spatial_relation,1,Where is the scene taking place?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,z8Q-s8AthrA_000002_000012,2,action_relation,1,What key objects are involved in the action?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,z8Q-s8AthrA_000002_000012,3,object_attr,0,What is the main subject wearing?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,z8Q-s8AthrA_000002_000012,4,object_attr,0,What visible text is on the banners?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,abaLFY_GI8k_000295_000305,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,abaLFY_GI8k_000295_000305,1,other,0,What is the setting of the activity?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,abaLFY_GI8k_000295_000305,2,object_attr,0,What key object is involved in the activity?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,abaLFY_GI8k_000295_000305,3,count,1,How many people are actively participating?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,abaLFY_GI8k_000295_000305,4,spatial_relation,1,What is visible on the buildings in the background?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,KFcH6BYZWhc_000011_000021,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,KFcH6BYZWhc_000011_000021,1,other,0,What is the setting of the scene?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,KFcH6BYZWhc_000011_000021,2,action_relation,1,What key object is the main subject using?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,KFcH6BYZWhc_000011_000021,3,spatial_relation,1,What is visible in the background?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,KFcH6BYZWhc_000011_000021,4,object_attr,0,What text is visible on the boards?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,UDD6YcChywc_000000_000010,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,UDD6YcChywc_000000_000010,1,other,0,What is the setting of the scene?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,UDD6YcChywc_000000_000010,2,action_relation,1,What happens to the main subject at the end?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,UDD6YcChywc_000000_000010,3,action_relation,1,What key object is involved in the action?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,UDD6YcChywc_000000_000010,4,object_attr,0,What is visible on the ice surface?
output\scenetwin_timing_20clip\adqa_v4\adqa_v4_questions.csv,OGWuj_FtaQc_000010_000020,0,action_relation,1,What is the main subject doing?
