name,kind,best_target,best_auc,tier_gt_rho,auc_ensemble_violation,auc_critical_miss,auc_judge_disagree,auc_gt_dispute,auc_low_margin,metric_a,metric_b,blend
"pair:disc:spread_x_need(adqa_v4_score)|disc:diff(words,gain_vs_cross)|product",pair,auc_ensemble_violation,0.4666666666666667,0.19369899341882707,0.4666666666666667,0.17777777777777778,0.4375,0.21875,0.4642857142857143,disc:spread_x_need(adqa_v4_score),"disc:diff(words,gain_vs_cross)",product
"pair:disc:product(adqa_v4_score,read_s)|disc:adqa_slope|harmonic",pair,auc_ensemble_violation,0.4666666666666667,0.9369119038572354,0.4666666666666667,0.08888888888888889,0.34375,0.3125,0.375,"disc:product(adqa_v4_score,read_s)",disc:adqa_slope,harmonic
"pair:disc:product(adqa_v4_score,read_s)|disc:t3_adqa_minus_clip|mean_mm",pair,auc_ensemble_violation,0.4666666666666667,0.39042170650805363,0.4666666666666667,0.08888888888888889,0.375,0.21875,0.39285714285714285,"disc:product(adqa_v4_score,read_s)",disc:t3_adqa_minus_clip,mean_mm
pair:disc:lex_x_vt|disc:crit_slope|mean_mm,pair,auc_ensemble_violation,0.4666666666666667,0.8524917882499844,0.4666666666666667,0.1111111111111111,0.28125,0.28125,0.36607142857142855,disc:lex_x_vt,disc:crit_slope,mean_mm
pair:disc:cond_lex_inversion|novel:marginal_word_value_t3|max,pair,auc_ensemble_violation,0.4666666666666667,0.25035363171925434,0.4666666666666667,0.2,0.40625,0.25,0.21428571428571427,disc:cond_lex_inversion,novel:marginal_word_value_t3,max
"pair:disc:product(adqa_v4_score,read_s)|disc:t3_adqa_minus_clip|product",pair,auc_ensemble_violation,0.4666666666666667,0.8074819384012779,0.4666666666666667,0.08888888888888889,0.375,0.21875,0.375,"disc:product(adqa_v4_score,read_s)",disc:t3_adqa_minus_clip,product
"pair:disc:product(adqa_v4_score,read_s)|disc:t3_adqa_minus_clip|harmonic",pair,auc_ensemble_violation,0.4666666666666667,0.8243295496346875,0.4666666666666667,0.08888888888888889,0.375,0.21875,0.375,"disc:product(adqa_v4_score,read_s)",disc:t3_adqa_minus_clip,harmonic
"pair:disc:spread_x_need(adqa_v4_score)|disc:product(vt_consistency,clip_norm)|harmonic",pair,auc_ensemble_violation,0.4666666666666667,0.7354988067455912,0.4666666666666667,0.1111111111111111,0.3125,0.21875,0.4642857142857143,disc:spread_x_need(adqa_v4_score),"disc:product(vt_consistency,clip_norm)",harmonic
"pair:disc:words_x_lex|disc:ratio(story_recall,adqa_norm)|product",pair,auc_ensemble_violation,0.4666666666666667,0.7160471231120704,0.4666666666666667,0.37777777777777777,0.40625,0.40625,0.35714285714285715,disc:words_x_lex,"disc:ratio(story_recall,adqa_norm)",product
"pair:disc:product(crit_w,extended_seconds_frac)|disc:cond_vt_spread|mean_mm",pair,auc_ensemble_violation,0.4666666666666667,0.770680790041777,0.4666666666666667,0.08888888888888889,0.25,0.125,0.4642857142857143,"disc:product(crit_w,extended_seconds_frac)",disc:cond_vt_spread,mean_mm
pair:disc:lex_x_vt|disc:lex_per_need|abs_diff,pair,auc_ensemble_violation,0.4666666666666667,0.29408821301421256,0.4666666666666667,0.3333333333333333,0.3125,0.3125,0.42857142857142855,disc:lex_x_vt,disc:lex_per_need,abs_diff
"pair:disc:product(clip_norm,need_peak_t)|novel:marginal_word_value_t3|product",pair,auc_ensemble_violation,0.4666666666666667,0.6101229924741902,0.4666666666666667,0.15555555555555556,0.3125,0.125,0.3392857142857143,"disc:product(clip_norm,need_peak_t)",novel:marginal_word_value_t3,product
pair:disc:spread_x_need(adqa_v4_score)|disc:cond_vt_spread|mean_mm,pair,auc_ensemble_violation,0.4666666666666667,0.41400836531861707,0.4666666666666667,0.1111111111111111,0.3125,0.21875,0.42857142857142855,disc:spread_x_need(adqa_v4_score),disc:cond_vt_spread,mean_mm
pair:disc:cond_vt_spread|novel:saturation_ratio|product,pair,auc_ensemble_violation,0.4666666666666667,0.5710394462310491,0.4666666666666667,0.06666666666666667,0.1875,0.21875,0.375,disc:cond_vt_spread,novel:saturation_ratio,product
"pair:disc:diff(story_recall,lex_purity)|novel:research_audit_index|product",pair,auc_ensemble_violation,0.4666666666666667,0.49261719313923913,0.4666666666666667,0.24444444444444444,0.28125,0.15625,0.39285714285714285,"disc:diff(story_recall,lex_purity)",novel:research_audit_index,product
pair:disc:peak_over_words|disc:crit_slope|abs_diff,pair,auc_ensemble_violation,0.4666666666666667,0.5529097500775337,0.4666666666666667,0.044444444444444446,0.28125,0.1875,0.375,disc:peak_over_words,disc:crit_slope,abs_diff
pair:disc:crit_slope|novel:saturation_ratio|harmonic,pair,auc_ensemble_violation,0.4666666666666667,0.7184919372014472,0.4666666666666667,0.044444444444444446,0.1875,0.25,0.44642857142857145,disc:crit_slope,novel:saturation_ratio,harmonic
"pair:disc:diff(clip_norm,speech_mean)|novel:saturation_ratio|harmonic",pair,auc_ensemble_violation,0.4666666666666667,0.3728652344701697,0.4666666666666667,0.022222222222222223,0.1875,0.28125,0.4642857142857143,"disc:diff(clip_norm,speech_mean)",novel:saturation_ratio,harmonic
"pair:disc:product(adqa_v4_score,read_s)|disc:adqa_slope|mean_mm",pair,auc_ensemble_violation,0.4666666666666667,0.9238882854034058,0.4666666666666667,0.08888888888888889,0.34375,0.28125,0.375,"disc:product(adqa_v4_score,read_s)",disc:adqa_slope,mean_mm
pair:disc:cond_lex_inversion|disc:cond_vt_spread|harmonic,pair,auc_ensemble_violation,0.4666666666666667,0.6382911060661356,0.4666666666666667,0.15555555555555556,0.25,0.28125,0.41964285714285715,disc:cond_lex_inversion,disc:cond_vt_spread,harmonic
pair:disc:cond_lex_inversion|disc:cond_vt_spread|product,pair,auc_ensemble_violation,0.4666666666666667,0.6316548091221589,0.4666666666666667,0.15555555555555556,0.25,0.28125,0.41964285714285715,disc:cond_lex_inversion,disc:cond_vt_spread,product
pair:disc:lex_x_gain|disc:cond_vt_spread|mean_mm,pair,auc_ensemble_violation,0.4666666666666667,0.705800320055433,0.4666666666666667,0.06666666666666667,0.25,0.25,0.4017857142857143,disc:lex_x_gain,disc:cond_vt_spread,mean_mm
pair:disc:words_x_lex|disc:story_tier_gap|mean_mm,pair,auc_ensemble_violation,0.4666666666666667,0.21699367406188996,0.4666666666666667,0.4,0.40625,0.4375,0.35714285714285715,disc:words_x_lex,disc:story_tier_gap,mean_mm
pair:disc:lex_x_gain|disc:skew_per_ext|product,pair,auc_ensemble_violation,0.4666666666666667,0.6167463119503818,0.4666666666666667,0.16666666666666666,0.3125,0.390625,0.22321428571428573,disc:lex_x_gain,disc:skew_per_ext,product
pair:disc:lex_x_vt|novel:comprehension_per_second|mean_mm,pair,auc_ensemble_violation,0.4666666666666667,0.5329322208352204,0.4666666666666667,0.17777777777777778,0.1875,0.25,0.30357142857142855,disc:lex_x_vt,novel:comprehension_per_second,mean_mm
"pair:disc:diff(story_recall,speech_mean)|novel:marginal_word_value_t3|mean_mm",pair,auc_ensemble_violation,0.4666666666666667,0.40322443872289804,0.4666666666666667,0.13333333333333333,0.40625,0.125,0.32142857142857145,"disc:diff(story_recall,speech_mean)",novel:marginal_word_value_t3,mean_mm
pair:disc:lex_x_gain|disc:cond_vt_spread|product,pair,auc_ensemble_violation,0.4666666666666667,0.7269773530374968,0.4666666666666667,0.06666666666666667,0.25,0.25,0.4017857142857143,disc:lex_x_gain,disc:cond_vt_spread,product
"pair:disc:cond_story_need|disc:std_ratio(adqa_v4_score,clip_top3)|mean_mm",pair,auc_ensemble_violation,0.4666666666666667,0.36257319805105653,0.4666666666666667,0.1111111111111111,0.40625,0.28125,0.26785714285714285,disc:cond_story_need,"disc:std_ratio(adqa_v4_score,clip_top3)",mean_mm
"pair:disc:diff(story_recall,speech_mean)|disc:ratio(story_recall,adqa_norm)|product",pair,auc_ensemble_violation,0.4666666666666667,0.531775447683048,0.4666666666666667,0.2777777777777778,0.40625,0.375,0.36607142857142855,"disc:diff(story_recall,speech_mean)","disc:ratio(story_recall,adqa_norm)",product
"pair:disc:cond_story_need|disc:std_ratio(adqa_v4_score,clip_top3)|product",pair,auc_ensemble_violation,0.4666666666666667,0.620518513151888,0.4666666666666667,0.13333333333333333,0.375,0.3125,0.30357142857142855,disc:cond_story_need,"disc:std_ratio(adqa_v4_score,clip_top3)",product
"pair:disc:diff(words,adqa_norm)|disc:spread_x_need(gain_vs_cross)|product",pair,auc_ensemble_violation,0.4666666666666667,0.19130764782106377,0.4666666666666667,0.17777777777777778,0.4375,0.21875,0.4642857142857143,"disc:diff(words,adqa_norm)",disc:spread_x_need(gain_vs_cross),product
"pair:disc:diff(story_recall,speech_mean)|disc:need_skew_x_clip|product",pair,auc_ensemble_violation,0.4666666666666667,0.5020660640003645,0.4666666666666667,0.28888888888888886,0.4375,0.4375,0.14285714285714285,"disc:diff(story_recall,speech_mean)",disc:need_skew_x_clip,product
"pair:disc:lex_x_gain|disc:product(vt_consistency,clip_norm)|product",pair,auc_ensemble_violation,0.4666666666666667,0.746468995515251,0.4666666666666667,0.1111111111111111,0.28125,0.28125,0.41964285714285715,disc:lex_x_gain,"disc:product(vt_consistency,clip_norm)",product
pair:disc:cond_story_need|novel:visual_lexicon_purity|harmonic,pair,auc_ensemble_violation,0.4666666666666667,0.6452292757713162,0.4666666666666667,0.28888888888888886,0.1875,0.375,0.35714285714285715,disc:cond_story_need,novel:visual_lexicon_purity,harmonic
pair:disc:skew_x_crit_spread|disc:crit_slope|mean_mm,pair,auc_ensemble_violation,0.4666666666666667,0.7253636493706325,0.4666666666666667,0.1111111111111111,0.21875,0.34375,0.14285714285714285,disc:skew_x_crit_spread,disc:crit_slope,mean_mm
"pair:disc:diff(story_recall,lex_purity)|disc:diff(clip_mean,words)|abs_diff",pair,auc_critical_miss,0.4666666666666667,-0.029289273247350436,0.35555555555555557,0.4666666666666667,0.40625,0.40625,0.4642857142857143,"disc:diff(story_recall,lex_purity)","disc:diff(clip_mean,words)",abs_diff
"pair:disc:product(adqa_v4_score,read_s)|disc:peak_over_words|mean_mm",pair,auc_ensemble_violation,0.4666666666666667,0.6192589200868378,0.4666666666666667,0.15555555555555556,0.375,0.34375,0.3392857142857143,"disc:product(adqa_v4_score,read_s)",disc:peak_over_words,mean_mm
"pair:disc:diff(story_recall,lex_purity)|novel:comprehension_per_second|product",pair,auc_ensemble_violation,0.4666666666666667,0.6173446116242258,0.4666666666666667,0.06666666666666667,0.21875,0.3125,0.42857142857142855,"disc:diff(story_recall,lex_purity)",novel:comprehension_per_second,product
pair:disc:cond_lex_inversion|disc:spread_x_need(gain_vs_cross)|max,pair,auc_ensemble_violation,0.4666666666666667,0.10769285642456516,0.4666666666666667,0.1111111111111111,0.375,0.15625,0.35714285714285715,disc:cond_lex_inversion,disc:spread_x_need(gain_vs_cross),max
"pair:disc:product(crit_w,extended_seconds_frac)|novel:rank_chaos|abs_diff",pair,auc_critical_miss,0.4666666666666667,-0.01106451216573433,0.17777777777777778,0.4666666666666667,0.0625,0.4375,0.44642857142857145,"disc:product(crit_w,extended_seconds_frac)",novel:rank_chaos,abs_diff
pair:disc:cond_vt_spread|novel:comprehension_per_second|harmonic,pair,auc_ensemble_violation,0.4666666666666667,0.5302291604737368,0.4666666666666667,0.044444444444444446,0.1875,0.21875,0.375,disc:cond_vt_spread,novel:comprehension_per_second,harmonic
pair:disc:skew_x_crit_spread|novel:saturation_ratio|product,pair,auc_ensemble_violation,0.4666666666666667,0.3727745504996289,0.4666666666666667,0.12222222222222222,0.25,0.359375,0.20535714285714285,disc:skew_x_crit_spread,novel:saturation_ratio,product
pair:disc:spread_x_need(adqa_v4_score)|disc:cond_vt_spread|product,pair,auc_ensemble_violation,0.4666666666666667,0.5967074066015766,0.4666666666666667,0.1111111111111111,0.3125,0.21875,0.42857142857142855,disc:spread_x_need(adqa_v4_score),disc:cond_vt_spread,product
pair:novel:marginal_word_value_t3|novel:research_audit_index|product,pair,auc_ensemble_violation,0.4666666666666667,0.0,0.4666666666666667,0.15555555555555556,0.125,0.0625,0.35714285714285715,novel:marginal_word_value_t3,novel:research_audit_index,product
"pair:disc:product(vt_consistency,clip_norm)|disc:product(clip_norm,need_peak_t)|product",pair,auc_ensemble_violation,0.4666666666666667,0.8346821494264963,0.4666666666666667,0.3111111111111111,0.375,0.34375,0.32142857142857145,"disc:product(vt_consistency,clip_norm)","disc:product(clip_norm,need_peak_t)",product
"pair:disc:product(vt_consistency,clip_norm)|disc:product(clip_norm,need_peak_t)|harmonic",pair,auc_ensemble_violation,0.4666666666666667,0.8316557456939854,0.4666666666666667,0.24444444444444444,0.375,0.34375,0.375,"disc:product(vt_consistency,clip_norm)","disc:product(clip_norm,need_peak_t)",harmonic
pair:ensemble_v4_minmax50|disc:crit_slope|product,pair,auc_ensemble_violation,0.4666666666666667,0.932949830592412,0.4666666666666667,0.044444444444444446,0.3125,0.203125,0.36607142857142855,ensemble_v4_minmax50,disc:crit_slope,product
"pair:disc:ratio(adqa_v4_score,crit_w)|novel:comprehension_per_second|product",pair,auc_ensemble_violation,0.4666666666666667,0.34741229788851397,0.4666666666666667,0.0,0.15625,0.28125,0.44642857142857145,"disc:ratio(adqa_v4_score,crit_w)",novel:comprehension_per_second,product
pair:disc:story_tier_gap|disc:spread_x_need(clip_top3)|max,pair,auc_critical_miss,0.4666666666666667,-0.5025653336821332,0.3333333333333333,0.4666666666666667,0.40625,0.375,0.45535714285714285,disc:story_tier_gap,disc:spread_x_need(clip_top3),max
"pair:disc:ratio(adqa_v4_score,crit_w)|novel:saturation_ratio|mean_mm",pair,auc_ensemble_violation,0.4666666666666667,0.3281864022560041,0.4666666666666667,0.06666666666666667,0.15625,0.34375,0.39285714285714285,"disc:ratio(adqa_v4_score,crit_w)",novel:saturation_ratio,mean_mm
pair:disc:lex_x_adqa|disc:cond_clip_adqa|harmonic,pair,auc_ensemble_violation,0.4666666666666667,0.6503519491668969,0.4666666666666667,0.06666666666666667,0.375,0.40625,0.41964285714285715,disc:lex_x_adqa,disc:cond_clip_adqa,harmonic
pair:disc:story_tier_gap|disc:spread_over_read(clip_top3)|abs_diff,pair,auc_critical_miss,0.4666666666666667,-0.2355096665195117,0.4,0.4666666666666667,0.34375,0.4375,0.2857142857142857,disc:story_tier_gap,disc:spread_over_read(clip_top3),abs_diff
"pair:disc:product(vt_consistency,clip_norm)|disc:diff(need_std,speech_mean)|abs_diff",pair,auc_critical_miss,0.4666666666666667,0.31471784257965324,0.3333333333333333,0.4666666666666667,0.34375,0.15625,0.44642857142857145,"disc:product(vt_consistency,clip_norm)","disc:diff(need_std,speech_mean)",abs_diff
"pair:disc:std_ratio(adqa_v4_score,clip_top3)|novel:marginal_word_value_t3|mean_mm",pair,auc_ensemble_violation,0.4666666666666667,0.0,0.4666666666666667,0.1111111111111111,0.375,0.15625,0.26785714285714285,"disc:std_ratio(adqa_v4_score,clip_top3)",novel:marginal_word_value_t3,mean_mm
"pair:disc:story_tier_gap|disc:diff(story_recall,speech_mean)|harmonic",pair,auc_ensemble_violation,0.4666666666666667,0.4745408460181062,0.4666666666666667,0.2777777777777778,0.40625,0.375,0.36607142857142855,disc:story_tier_gap,"disc:diff(story_recall,speech_mean)",harmonic
pair:disc:spread_x_need(adqa_v4_score)|disc:cond_vt_spread|harmonic,pair,auc_ensemble_violation,0.4666666666666667,0.6220478626958802,0.4666666666666667,0.1111111111111111,0.3125,0.21875,0.44642857142857145,disc:spread_x_need(adqa_v4_score),disc:cond_vt_spread,harmonic
"pair:disc:story_tier_gap|disc:diff(story_recall,speech_mean)|product",pair,auc_ensemble_violation,0.4666666666666667,0.42900409816788393,0.4666666666666667,0.2777777777777778,0.40625,0.375,0.36607142857142855,disc:story_tier_gap,"disc:diff(story_recall,speech_mean)",product
"pair:disc:story_tier_gap|disc:diff(story_recall,speech_mean)|mean_mm",pair,auc_ensemble_violation,0.4666666666666667,0.19633521604550191,0.4666666666666667,0.2777777777777778,0.40625,0.375,0.36607142857142855,disc:story_tier_gap,"disc:diff(story_recall,speech_mean)",mean_mm
"pair:disc:need_peak_x_adqa|disc:diff(need_std,speech_mean)|abs_diff",pair,auc_critical_miss,0.4666666666666667,0.21850393263777437,0.35555555555555557,0.4666666666666667,0.4375,0.0625,0.44642857142857145,disc:need_peak_x_adqa,"disc:diff(need_std,speech_mean)",abs_diff
"pair:disc:product(vt_consistency,clip_norm)|novel:saturation_ratio|harmonic",pair,auc_ensemble_violation,0.4666666666666667,0.5862671647972104,0.4666666666666667,0.022222222222222223,0.1875,0.25,0.39285714285714285,"disc:product(vt_consistency,clip_norm)",novel:saturation_ratio,harmonic
"pair:disc:product(need_max,need_mean)|disc:gain_x_tier|max",pair,auc_ensemble_violation,0.4666666666666667,0.33324150959128795,0.4666666666666667,0.15555555555555556,0.40625,0.375,0.4642857142857143,"disc:product(need_max,need_mean)",disc:gain_x_tier,max
pair:disc:lex_minus_clip|novel:marginal_word_value_t3|mean_mm,pair,auc_ensemble_violation,0.4666666666666667,-0.6622962195523324,0.4666666666666667,0.15555555555555556,0.1875,0.0625,0.26785714285714285,disc:lex_minus_clip,novel:marginal_word_value_t3,mean_mm
pair:disc:gain_x_tier|novel:audio_leakage|max,pair,auc_ensemble_violation,0.4666666666666667,0.657976190730391,0.4666666666666667,0.1,0.28125,0.28125,0.4017857142857143,disc:gain_x_tier,novel:audio_leakage,max
pair:ensemble_v4_minmax50|disc:crit_slope|harmonic,pair,auc_ensemble_violation,0.4666666666666667,0.9344484141542932,0.4666666666666667,0.044444444444444446,0.28125,0.234375,0.3482142857142857,ensemble_v4_minmax50,disc:crit_slope,harmonic
pair:adqa_v4_score|novel:comprehension_per_second|abs_diff,pair,auc_ensemble_violation,0.4666666666666667,0.7208664420306881,0.4666666666666667,0.08888888888888889,0.3125,0.28125,0.35714285714285715,adqa_v4_score,novel:comprehension_per_second,abs_diff
"pair:disc:product(clip_top3,read_s)|disc:spread_x_need(clip_top3)|abs_diff",pair,auc_ensemble_violation,0.4666666666666667,0.3520690192385593,0.4666666666666667,0.4222222222222222,0.4375,0.4375,0.10714285714285714,"disc:product(clip_top3,read_s)",disc:spread_x_need(clip_top3),abs_diff
"pair:disc:diff(story_recall,lex_purity)|disc:lex_per_need|product",pair,auc_ensemble_violation,0.4666666666666667,0.6605083086564062,0.4666666666666667,0.28888888888888886,0.21875,0.4375,0.3392857142857143,"disc:diff(story_recall,lex_purity)",disc:lex_per_need,product
"pair:disc:product(clip_top3,read_s)|disc:crit_slope|product",pair,auc_ensemble_violation,0.4666666666666667,0.9675374718643214,0.4666666666666667,0.1111111111111111,0.375,0.25,0.44642857142857145,"disc:product(clip_top3,read_s)",disc:crit_slope,product
"pair:disc:cond_vt_spread|disc:diff(adqa_norm,speech_mean)|mean_mm",pair,auc_ensemble_violation,0.4666666666666667,0.7997897861077095,0.4666666666666667,0.08888888888888889,0.40625,0.25,0.375,disc:cond_vt_spread,"disc:diff(adqa_norm,speech_mean)",mean_mm
"pair:disc:product(adqa_v4_score,read_s)|disc:lex_x_adqa|max",pair,auc_ensemble_violation,0.4666666666666667,0.7321378865460951,0.4666666666666667,0.1111111111111111,0.3125,0.25,0.32142857142857145,"disc:product(adqa_v4_score,read_s)",disc:lex_x_adqa,max
"pair:disc:product(adqa_v4_score,read_s)|disc:words_x_lex|product",pair,auc_ensemble_violation,0.4666666666666667,0.8887187320732094,0.4666666666666667,0.24444444444444444,0.4375,0.34375,0.375,"disc:product(adqa_v4_score,read_s)",disc:words_x_lex,product
"pair:disc:cond_vt_spread|disc:product(clip_norm,need_peak_t)|mean_mm",pair,auc_ensemble_violation,0.4666666666666667,0.8171145649450677,0.4666666666666667,0.2222222222222222,0.34375,0.40625,0.32142857142857145,disc:cond_vt_spread,"disc:product(clip_norm,need_peak_t)",mean_mm
pair:disc:story_tier_gap|novel:research_audit_index|mean_mm,pair,auc_ensemble_violation,0.4666666666666667,-0.2630205205141839,0.4666666666666667,0.24444444444444444,0.21875,0.1875,0.375,disc:story_tier_gap,novel:research_audit_index,mean_mm
"pair:disc:ratio(adqa_v4_score,crit_w)|disc:diff(clip_mean,words)|abs_diff",pair,auc_ensemble_violation,0.4666666666666667,-0.6963674149625155,0.4666666666666667,0.3333333333333333,0.3125,0.25,0.42857142857142855,"disc:ratio(adqa_v4_score,crit_w)","disc:diff(clip_mean,words)",abs_diff
pair:disc:lex_x_adqa|disc:cond_vt_spread|max,pair,auc_ensemble_violation,0.4666666666666667,0.6971710806499711,0.4666666666666667,0.08888888888888889,0.3125,0.25,0.32142857142857145,disc:lex_x_adqa,disc:cond_vt_spread,max
pair:disc:lex_x_adqa|disc:cond_vt_spread|product,pair,auc_ensemble_violation,0.4666666666666667,0.7251500115552072,0.4666666666666667,0.06666666666666667,0.25,0.25,0.4017857142857143,disc:lex_x_adqa,disc:cond_vt_spread,product
"pair:disc:product(vt_consistency,clip_norm)|disc:spread_x_need(gain_vs_cross)|harmonic",pair,auc_ensemble_violation,0.4666666666666667,0.7354988067455912,0.4666666666666667,0.1111111111111111,0.3125,0.21875,0.4642857142857143,"disc:product(vt_consistency,clip_norm)",disc:spread_x_need(gain_vs_cross),harmonic
"pair:ensemble_v4_minmax50|disc:diff(need_mean,speech_mean)|abs_diff",pair,auc_ensemble_violation,0.4666666666666667,0.17484043464434282,0.4666666666666667,0.35555555555555557,0.0,0.4375,0.3392857142857143,ensemble_v4_minmax50,"disc:diff(need_mean,speech_mean)",abs_diff
pair:adqa_v4_score|novel:comprehension_per_second|mean_mm,pair,auc_ensemble_violation,0.4666666666666667,0.5899445365964906,0.4666666666666667,0.044444444444444446,0.1875,0.28125,0.375,adqa_v4_score,novel:comprehension_per_second,mean_mm
"pair:disc:ratio(story_recall,adqa_norm)|novel:temporal_misalign|harmonic",pair,auc_ensemble_violation,0.4666666666666667,0.4696978592856861,0.4666666666666667,0.08888888888888889,0.34375,0.40625,0.35714285714285715,"disc:ratio(story_recall,adqa_norm)",novel:temporal_misalign,harmonic
pair:disc:story_tier_gap|novel:research_audit_index|harmonic,pair,auc_ensemble_violation,0.4666666666666667,-0.24393098267654179,0.4666666666666667,0.24444444444444444,0.265625,0.203125,0.3482142857142857,disc:story_tier_gap,novel:research_audit_index,harmonic
pair:disc:lex_x_adqa|disc:cond_vt_spread|mean_mm,pair,auc_ensemble_violation,0.4666666666666667,0.734226684286929,0.4666666666666667,0.06666666666666667,0.21875,0.28125,0.38392857142857145,disc:lex_x_adqa,disc:cond_vt_spread,mean_mm
"pair:disc:product(clip_top3,read_s)|disc:crit_slope|mean_mm",pair,auc_ensemble_violation,0.4666666666666667,0.9031855485050307,0.4666666666666667,0.1111111111111111,0.40625,0.25,0.4642857142857143,"disc:product(clip_top3,read_s)",disc:crit_slope,mean_mm
"pair:disc:spread_diff(clip_top3,gain_vs_cross)|novel:head_agreement_index|abs_diff",pair,auc_low_margin,0.4642857142857143,0.0,0.3111111111111111,0.17777777777777778,0.1875,0.15625,0.4642857142857143,"disc:spread_diff(clip_top3,gain_vs_cross)",novel:head_agreement_index,abs_diff
"pair:disc:spread_x_need(adqa_v4_score)|disc:product(vt_consistency,clip_norm)|product",pair,auc_low_margin,0.4642857142857143,0.732453263032359,0.4444444444444444,0.1111111111111111,0.3125,0.21875,0.4642857142857143,disc:spread_x_need(adqa_v4_score),"disc:product(vt_consistency,clip_norm)",product
"pair:disc:ratio(gain_vs_cross,need_max)|novel:inversion_mass_adqa|abs_diff",pair,auc_low_margin,0.4642857142857143,0.46433343712546776,0.28888888888888886,0.2,0.28125,0.34375,0.4642857142857143,"disc:ratio(gain_vs_cross,need_max)",novel:inversion_mass_adqa,abs_diff
"pair:disc:product(need_weighted_clip,gain_vs_cross)|disc:diff(words,adqa_norm)|product",pair,auc_low_margin,0.4642857142857143,0.8966165324543148,0.4222222222222222,0.13333333333333333,0.40625,0.28125,0.4642857142857143,"disc:product(need_weighted_clip,gain_vs_cross)","disc:diff(words,adqa_norm)",product
"pair:disc:product(read_s,extended_seconds_frac)|novel:marginal_word_value_t3|product",pair,auc_low_margin,0.4642857142857143,0.1560353002540551,0.4444444444444444,0.28888888888888886,0.34375,0.0,0.4642857142857143,"disc:product(read_s,extended_seconds_frac)",novel:marginal_word_value_t3,product
"pair:disc:product(need_weighted_clip,gain_vs_cross)|disc:diff(story_recall,lex_purity)|mean_mm",pair,auc_low_margin,0.4642857142857143,0.7568974029702639,0.4,0.08888888888888889,0.21875,0.28125,0.4642857142857143,"disc:product(need_weighted_clip,gain_vs_cross)","disc:diff(story_recall,lex_purity)",mean_mm
"pair:disc:product(need_weighted_clip,gain_vs_cross)|disc:read_minus_lex|product",pair,auc_low_margin,0.4642857142857143,0.8960100958412244,0.4222222222222222,0.13333333333333333,0.40625,0.28125,0.4642857142857143,"disc:product(need_weighted_clip,gain_vs_cross)",disc:read_minus_lex,product
"pair:disc:product(need_weighted_clip,gain_vs_cross)|disc:diff(words,gain_vs_cross)|product",pair,auc_low_margin,0.4642857142857143,0.8966165324543148,0.4222222222222222,0.13333333333333333,0.40625,0.28125,0.4642857142857143,"disc:product(need_weighted_clip,gain_vs_cross)","disc:diff(words,gain_vs_cross)",product
"pair:disc:product(need_weighted_clip,gain_vs_cross)|disc:product(vt_consistency,clip_norm)|product",pair,auc_low_margin,0.4642857142857143,0.7775273099881964,0.35555555555555557,0.08888888888888889,0.15625,0.3125,0.4642857142857143,"disc:product(need_weighted_clip,gain_vs_cross)","disc:product(vt_consistency,clip_norm)",product
"pair:disc:product(need_weighted_clip,gain_vs_cross)|disc:product(vt_consistency,clip_norm)|mean_mm",pair,auc_low_margin,0.4642857142857143,0.8301784783493369,0.35555555555555557,0.1111111111111111,0.15625,0.3125,0.4642857142857143,"disc:product(need_weighted_clip,gain_vs_cross)","disc:product(vt_consistency,clip_norm)",mean_mm
"pair:tribe_pressure|disc:diff(adqa_norm,speech_mean)|abs_diff",pair,auc_low_margin,0.4642857142857143,0.05470071090658373,0.4222222222222222,0.17777777777777778,0.4375,0.40625,0.4642857142857143,tribe_pressure,"disc:diff(adqa_norm,speech_mean)",abs_diff
"pair:adqa_v4_score|disc:product(need_max,need_mean)|max",pair,auc_low_margin,0.4642857142857143,0.3636127764102759,0.43333333333333335,0.15555555555555556,0.375,0.375,0.4642857142857143,adqa_v4_score,"disc:product(need_max,need_mean)",max
"pair:disc:product(need_weighted_clip,gain_vs_cross)|disc:cond_lex_inversion|max",pair,auc_low_margin,0.4642857142857143,0.6031557248012693,0.4444444444444444,0.06666666666666667,0.1875,0.40625,0.4642857142857143,"disc:product(need_weighted_clip,gain_vs_cross)",disc:cond_lex_inversion,max
"pair:disc:product(need_weighted_clip,gain_vs_cross)|disc:cond_story_need|product",pair,auc_low_margin,0.4642857142857143,0.7251439581206015,0.35555555555555557,0.13333333333333333,0.1875,0.34375,0.4642857142857143,"disc:product(need_weighted_clip,gain_vs_cross)",disc:cond_story_need,product
"pair:disc:cond_vt_spread|disc:diff(clip_mean,words)|max",pair,auc_low_margin,0.4642857142857143,0.10730386784250069,0.3333333333333333,0.1111111111111111,0.03125,0.34375,0.4642857142857143,disc:cond_vt_spread,"disc:diff(clip_mean,words)",max
"pair:disc:product(need_max,need_mean)|disc:adqa_slope|max",pair,auc_low_margin,0.4642857142857143,0.3440271593902371,0.43333333333333335,0.15555555555555556,0.375,0.375,0.4642857142857143,"disc:product(need_max,need_mean)",disc:adqa_slope,max
pair:disc:cond_clip_adqa|novel:saturation_ratio|harmonic,pair,auc_low_margin,0.4642857142857143,0.3129301459416233,0.4222222222222222,0.022222222222222223,0.1875,0.25,0.4642857142857143,disc:cond_clip_adqa,novel:saturation_ratio,harmonic
