name,kind,best_target,best_auc,tier_gt_rho,auc_ensemble_violation,auc_critical_miss,auc_judge_disagree,auc_gt_dispute,auc_low_margin
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_judge_disagree,0.875,-0.4781922162832725,0.5555555555555556,0.8222222222222222,0.875,0.75,0.6785714285714286
"triple:disc:diff(need_mean,speech_mean)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_judge_disagree,0.875,0.05738306595399269,0.5555555555555556,0.8222222222222222,0.875,0.75,0.6785714285714286
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.875,-0.48237639817575106,0.5555555555555556,0.8222222222222222,0.875,0.75,0.6607142857142857
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|clip_top3|mean_mm",triple,auc_gt_dispute,0.875,0.6587097779302078,0.3111111111111111,0.7111111111111111,0.4375,0.875,0.875
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|clip_top3|disc:diff(need_std,speech_mean)|mean_mm",triple,auc_judge_disagree,0.875,0.4847673592571674,0.35555555555555557,0.6888888888888889,0.875,0.8125,0.6785714285714286
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(clip_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,0.875,0.6437766220266757,0.3111111111111111,0.6666666666666666,0.875,0.84375,0.625
"triple:disc:diff(need_mean,speech_mean)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.875,0.016138987299560446,0.5555555555555556,0.8222222222222222,0.875,0.75,0.6607142857142857
"triple:disc:diff(need_mean,speech_mean)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_judge_disagree,0.875,0.016138987299560446,0.5555555555555556,0.8222222222222222,0.875,0.75,0.6785714285714286
"triple:disc:diff(need_mean,speech_mean)|disc:spread_x_need(clip_top3)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.875,0.0,0.4,0.6666666666666666,0.875,0.65625,0.8214285714285714
"triple:disc:diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|clip_top3|mean_mm",triple,auc_judge_disagree,0.875,0.3998882408668865,0.4888888888888889,0.8,0.875,0.71875,0.7678571428571429
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(adqa_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,0.875,0.7172998574113378,0.6222222222222222,0.8222222222222222,0.875,0.84375,0.5178571428571429
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(need_std,speech_mean)|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,0.875,0.28452436868854714,0.5777777777777777,0.7555555555555555,0.875,0.75,0.39285714285714285
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:diff(adqa_norm,speech_mean)|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,0.875,0.614476997924005,0.7111111111111111,0.8,0.875,0.75,0.32142857142857145
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(need_std,speech_mean)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_judge_disagree,0.875,-0.6037176730576315,0.5555555555555556,0.7555555555555555,0.875,0.84375,0.5178571428571429
"triple:disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_judge_disagree,0.875,0.016138987299560446,0.4,0.8666666666666667,0.875,0.875,0.5357142857142857
"triple:disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|clip_top3|mean_mm",triple,auc_judge_disagree,0.875,0.34310291518324804,0.35555555555555557,0.8444444444444444,0.875,0.84375,0.625
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_judge_disagree,0.875,0.030484753788058618,0.5555555555555556,0.8444444444444444,0.875,0.71875,0.6607142857142857
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.875,0.03646215649159952,0.5555555555555556,0.8666666666666667,0.875,0.71875,0.625
"triple:disc:mut_ext_scale_diff(need_mean,speech_mean)|clip_top3|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_judge_disagree,0.875,0.3795650716748475,0.4,0.8222222222222222,0.875,0.8125,0.6428571428571429
"triple:disc:mut_ext_scale_diff(need_mean,speech_mean)|clip_top3|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.875,0.37358766897130663,0.3111111111111111,0.7777777777777778,0.875,0.8125,0.625
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_judge_disagree,0.875,-0.4578690470912333,0.5555555555555556,0.8444444444444444,0.875,0.71875,0.6607142857142857
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.875,-0.4680306316872529,0.5555555555555556,0.8666666666666667,0.875,0.71875,0.625
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|clip_top3|disc:diff(need_std,speech_mean)|mean_mm",triple,auc_judge_disagree,0.875,0.45547808600981704,0.37777777777777777,0.6666666666666666,0.875,0.78125,0.6785714285714286
"triple:disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:ratio(adqa_v4_score,crit_w)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.875,0.23523159886364353,0.28888888888888886,0.8222222222222222,0.875,0.8125,0.5178571428571429
"triple:disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,gain_vs_cross)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.875,0.0,0.4444444444444444,0.8666666666666667,0.875,0.875,0.625
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_x_need(clip_top3)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_low_margin,0.875,-0.7746713903789014,0.5333333333333333,0.8222222222222222,0.53125,0.8125,0.875
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:ratio(read_s,adqa_t3_minus_t0)|disc:ratio(adqa_v4_score,crit_w)|mean_mm",triple,auc_gt_dispute,0.875,0.7185126865306533,0.1111111111111111,0.8666666666666667,0.40625,0.875,0.5
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:spread_x_need(clip_top3)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_low_margin,0.875,-0.7746713903789014,0.5333333333333333,0.8222222222222222,0.53125,0.8125,0.875
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:ratio(read_s,adqa_t3_minus_t0)|disc:diff(need_std,speech_mean)|mean_mm",triple,auc_judge_disagree,0.875,0.05379662433186815,0.37777777777777777,0.6888888888888889,0.875,0.84375,0.6071428571428571
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:ratio(read_s,adqa_t3_minus_t0)|disc:diff(adqa_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,0.875,0.7011606106195827,0.5777777777777777,0.8444444444444444,0.875,0.84375,0.5178571428571429
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|clip_top3|disc:diff(need_std,speech_mean)|mean_mm",triple,auc_judge_disagree,0.875,0.45547808600981704,0.37777777777777777,0.6666666666666666,0.875,0.78125,0.6785714285714286
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|clip_top3|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_gt_dispute,0.875,0.5319888406151406,0.26666666666666666,0.8444444444444444,0.46875,0.875,0.8571428571428571
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(clip_norm,speech_mean)|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,0.875,0.5278046587226619,0.6444444444444445,0.8,0.875,0.75,0.3392857142857143
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(adqa_norm,speech_mean)|novel:visual_lexicon_purity|mean_mm",triple,auc_judge_disagree,0.875,0.614476997924005,0.7111111111111111,0.8,0.875,0.75,0.32142857142857145
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(adqa_norm,speech_mean)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.875,0.5708419581881565,0.5777777777777777,0.8444444444444444,0.875,0.875,0.6964285714285714
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(need_std,speech_mean)|mean_mm",triple,auc_judge_disagree,0.875,0.01972542892168499,0.37777777777777777,0.6444444444444445,0.875,0.84375,0.6071428571428571
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(need_std,speech_mean)|disc:ratio(adqa_v4_score,crit_w)|mean_mm",triple,auc_judge_disagree,0.875,0.3132159016655435,0.4,0.6444444444444445,0.875,0.84375,0.5178571428571429
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(adqa_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,0.875,0.706528999558535,0.6444444444444445,0.8,0.875,0.84375,0.5357142857142857
"triple:disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:spread_x_need(clip_top3)|clip_top3|mean_mm",triple,auc_judge_disagree,0.875,0.4805831773646888,0.24444444444444444,0.5333333333333333,0.875,0.53125,0.8214285714285714
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.875,-0.4877560606089379,0.5555555555555556,0.8222222222222222,0.875,0.75,0.6607142857142857
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(need_std,speech_mean)|mean_mm",triple,auc_judge_disagree,0.875,0.056785325683638595,0.37777777777777777,0.6888888888888889,0.875,0.84375,0.6071428571428571
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(clip_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,0.875,0.6348001671160441,0.3111111111111111,0.6666666666666666,0.875,0.84375,0.6428571428571429
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|clip_top3|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_gt_dispute,0.875,0.5319888406151406,0.26666666666666666,0.8444444444444444,0.46875,0.875,0.8571428571428571
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(adqa_norm,speech_mean)|mean_mm",triple,auc_judge_disagree,0.875,0.7041493600254632,0.5777777777777777,0.8444444444444444,0.875,0.84375,0.5178571428571429
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:ratio(adqa_v4_score,crit_w)|mean_mm",triple,auc_gt_dispute,0.875,0.7203059794254886,0.1111111111111111,0.8666666666666667,0.40625,0.875,0.5
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|novel:inversion_mass_adqa|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_judge_disagree,0.875,0.07890234999334444,0.7555555555555555,0.8,0.875,0.75,0.5357142857142857
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.1392790814988704,0.8666666666666667,0.7777777777777778,0.8125,0.71875,0.39285714285714285
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.12552545677435903,0.8666666666666667,0.7777777777777778,0.8125,0.71875,0.39285714285714285
"triple:disc:spread_x_need(clip_top3)|novel:visual_lexicon_purity|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.8666666666666667,0.26569982218278304,0.6,0.8666666666666667,0.6875,0.71875,0.7678571428571429
"triple:disc:spread_x_need(clip_top3)|disc:spread_diff(clip_top3,gain_vs_cross)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.8666666666666667,-0.6025221925169233,0.5111111111111111,0.8666666666666667,0.65625,0.71875,0.8392857142857143
"triple:disc:diff(clip_norm,speech_mean)|disc:ratio(adqa_v4_score,crit_w)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_critical_miss,0.8666666666666667,0.534379801696557,0.5333333333333333,0.8666666666666667,0.84375,0.84375,0.6964285714285714
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|novel:visual_lexicon_purity|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.40765886438148974,0.8666666666666667,0.6888888888888889,0.625,0.6875,0.14285714285714285
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|novel:visual_lexicon_purity|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.40467016302971925,0.8666666666666667,0.6888888888888889,0.625,0.6875,0.14285714285714285
"triple:disc:diff(adqa_norm,speech_mean)|disc:spread_diff(clip_top3,gain_vs_cross)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.8666666666666667,-0.1966565489464958,0.6444444444444445,0.8666666666666667,0.84375,0.6875,0.625
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:diff(adqa_norm,speech_mean)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.46983140660442624,0.8666666666666667,0.6222222222222222,0.8125,0.6875,0.39285714285714285
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.2695895311002446,0.8666666666666667,0.7777777777777778,0.8125,0.71875,0.39285714285714285
"triple:disc:ratio(adqa_v4_score,crit_w)|novel:visual_lexicon_purity|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,-0.20444525237958347,0.8666666666666667,0.5111111111111111,0.53125,0.46875,0.125
"triple:disc:diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.8666666666666667,0.0,0.5333333333333333,0.8666666666666667,0.84375,0.78125,0.7321428571428571
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(clip_norm,speech_mean)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.462053228983712,0.8666666666666667,0.4888888888888889,0.8125,0.71875,0.44642857142857145
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(adqa_norm,speech_mean)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.5362450204717198,0.8666666666666667,0.6222222222222222,0.8125,0.6875,0.39285714285714285
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:diff(clip_norm,speech_mean)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.4835796538714769,0.8666666666666667,0.5333333333333333,0.84375,0.71875,0.44642857142857145
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:spread_x_need(clip_top3)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.8666666666666667,-0.7292431298319906,0.6,0.8666666666666667,0.59375,0.75,0.7678571428571429
"triple:disc:spread_x_need(clip_top3)|disc:ratio(adqa_v4_score,crit_w)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.2430029096266102,0.8666666666666667,0.3333333333333333,0.8125,0.34375,0.6785714285714286
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|clip_top3|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.48237639817575106,0.8666666666666667,0.5111111111111111,0.75,0.6875,0.5714285714285714
"triple:clip_top3|disc:ratio(adqa_v4_score,crit_w)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.8666666666666667,0.5720374387288647,0.2222222222222222,0.8666666666666667,0.5,0.84375,0.8214285714285714
"triple:clip_top3|disc:diff(clip_norm,speech_mean)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_critical_miss,0.8666666666666667,0.6485481933341882,0.4666666666666667,0.8666666666666667,0.75,0.78125,0.8214285714285714
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.1267209373150672,0.8666666666666667,0.7777777777777778,0.8125,0.59375,0.39285714285714285
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|clip_top3|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.5164475935859343,0.8666666666666667,0.5333333333333333,0.78125,0.65625,0.5357142857142857
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:diff(clip_norm,speech_mean)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.46265840803031283,0.8666666666666667,0.4888888888888889,0.8125,0.71875,0.42857142857142855
"triple:disc:spread_diff(clip_top3,crit_w)|disc:diff(adqa_norm,speech_mean)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.8666666666666667,-0.19187462678366307,0.6222222222222222,0.8666666666666667,0.8125,0.71875,0.6428571428571429
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|novel:visual_lexicon_purity|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,-0.5026995673677902,0.8666666666666667,0.7333333333333333,0.625,0.6875,0.17857142857142858
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|clip_top3|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.48237639817575106,0.8666666666666667,0.5111111111111111,0.75,0.6875,0.5714285714285714
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.016138987299560446,0.8666666666666667,0.7555555555555555,0.8125,0.71875,0.48214285714285715
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|novel:visual_lexicon_purity|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.4088543449221979,0.8666666666666667,0.6888888888888889,0.625,0.6875,0.14285714285714285
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|novel:inversion_mass_adqa|novel:visual_lexicon_purity|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.2606147578743835,0.8666666666666667,0.6888888888888889,0.75,0.59375,0.19642857142857142
"triple:disc:mut_tier_scale_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.8666666666666667,-0.4196136697885715,0.5333333333333333,0.8666666666666667,0.84375,0.78125,0.7321428571428571
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.28452436868854714,0.8666666666666667,0.7777777777777778,0.8125,0.59375,0.375
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.04124407865443224,0.8666666666666667,0.7777777777777778,0.8125,0.71875,0.48214285714285715
"triple:disc:spread_diff(clip_top3,crit_w)|novel:inversion_mass_adqa|novel:visual_lexicon_purity|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.1921765867981209,0.8666666666666667,0.7333333333333333,0.84375,0.625,0.42857142857142855
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(clip_norm,speech_mean)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.5127583044875466,0.8666666666666667,0.4888888888888889,0.8125,0.71875,0.42857142857142855
"triple:disc:spread_diff(clip_top3,crit_w)|novel:inversion_mass_adqa|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,-0.5104742946539104,0.8666666666666667,0.7111111111111111,0.8125,0.625,0.4642857142857143
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.016138987299560446,0.8666666666666667,0.7555555555555555,0.8125,0.71875,0.48214285714285715
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.07172883244249087,0.8666666666666667,0.7555555555555555,0.8125,0.71875,0.48214285714285715
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:ratio(read_s,adqa_t3_minus_t0)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8666666666666667,0.1282214728532599,0.8666666666666667,0.7777777777777778,0.8125,0.71875,0.39285714285714285
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_x_need(clip_top3)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_low_margin,0.8571428571428571,-0.7453821171315509,0.5333333333333333,0.8444444444444444,0.53125,0.84375,0.8571428571428571
"triple:disc:spread_x_need(clip_top3)|disc:spread_diff(clip_top3,crit_w)|disc:diff(adqa_norm,speech_mean)|mean_mm",triple,auc_low_margin,0.8571428571428571,0.42475251474456555,0.4444444444444444,0.8,0.6875,0.6875,0.8571428571428571
"triple:disc:spread_x_need(clip_top3)|disc:std_ratio(clip_top3,crit_w)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.8444444444444444,-0.6808261679333092,0.4888888888888889,0.8444444444444444,0.5625,0.75,0.7857142857142857
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:ratio(adqa_v4_score,crit_w)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8444444444444444,0.38674728233435074,0.8444444444444444,0.6444444444444445,0.6875,0.6875,0.26785714285714285
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|novel:visual_lexicon_purity|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_ensemble_violation,0.8444444444444444,-0.5260114379115997,0.8444444444444444,0.6888888888888889,0.5625,0.6875,0.16071428571428573
"triple:disc:ratio(adqa_v4_score,crit_w)|disc:spread_diff(clip_top3,gain_vs_cross)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8444444444444444,0.2513720135251896,0.8444444444444444,0.7111111111111111,0.84375,0.59375,0.4642857142857143
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:ratio(adqa_v4_score,crit_w)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8444444444444444,0.33174585004652024,0.8444444444444444,0.37777777777777777,0.5,0.71875,0.21428571428571427
"triple:disc:spread_diff(clip_top3,crit_w)|clip_top3|disc:diff(adqa_norm,speech_mean)|mean_mm",triple,auc_critical_miss,0.8444444444444444,0.6616984792819783,0.4444444444444444,0.8444444444444444,0.71875,0.78125,0.8035714285714286
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|novel:visual_lexicon_purity|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_ensemble_violation,0.8444444444444444,-0.5260114379115997,0.8444444444444444,0.6888888888888889,0.5625,0.6875,0.16071428571428573
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|clip_top3|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8444444444444444,0.5505187889961174,0.8444444444444444,0.5333333333333333,0.71875,0.71875,0.5714285714285714
"triple:disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:spread_x_need(clip_top3)|disc:spread_diff(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.8444444444444444,0.0,0.35555555555555557,0.8444444444444444,0.84375,0.84375,0.7678571428571429
"triple:clip_top3|disc:diff(adqa_norm,speech_mean)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8444444444444444,0.6419730503602933,0.8444444444444444,0.26666666666666666,0.84375,0.25,0.5714285714285714
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,crit_w)|novel:inversion_mass_adqa|mean_mm",triple,auc_critical_miss,0.8444444444444444,0.038853117573015884,0.7777777777777778,0.8444444444444444,0.78125,0.75,0.5178571428571429
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|novel:visual_lexicon_purity|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_ensemble_violation,0.8444444444444444,-0.5129065103557972,0.8444444444444444,0.6888888888888889,0.5625,0.6875,0.16071428571428573
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:ratio(adqa_v4_score,crit_w)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.8444444444444444,0.33235160583910206,0.8444444444444444,0.37777777777777777,0.5,0.71875,0.21428571428571427
